# record,      epoch,      desig, name
90002379,       1998,  C/1998 K7, SOHO
90002380,       1998,  C/1998 K8, SOHO
90002381,       1998,  C/1998 K9, SOHO
90002382,       1998, C/1998 K10, SOHO
90002383,       1998, C/1998 K11, SOHO
90002384,       1998, C/1998 K12, SOHO
90002385,       1998, C/1998 K13, SOHO
90002386,       1998, C/1998 K14, SOHO
90002387,       1998, C/1998 K15, SOHO
90002388,       1998, C/1998 K16, SOHO
90002389,       1998, C/1998 K17, SOHO
90002390,       1998,  C/1998 L1, SOHO
90002391,       1998,  C/1998 L2, SOHO
90002392,       1998,  C/1998 L3, SOHO
90002393,       1998,  C/1998 L4, SOHO
90002394,       1998,  C/1998 L5, SOHO
90002395,       1998,  C/1998 L6, SOHO
90002396,       1998,  C/1998 L7, SOHO
90002397,       1998,  C/1998 L8, SOHO
90002398,       1998,  C/1998 L9, SOHO
90002399,       1998, C/1998 L10, SOHO
90002400,       1998,  C/1998 M1, LINEAR
90002401,       1998,  C/1998 M2, LINEAR
90002402,       1998,  C/1998 M3, Larsen
90002403,       1998,  C/1998 M4, LINEAR
90002404,       1998,  C/1998 M5, LINEAR
90002405,       1998,  C/1998 M6, Montani
90002406,       1998,  C/1998 M7, SOHO
90002407,       1998,  C/1998 M8, SOHO
90002408,       1998,  C/1998 M9, SOHO
90002409,       1998, C/1998 M10, SOHO
90002410,       1998,  C/1998 P1, Williams
90002411,       1998,  C/1998 Q1, LINEAR
90002412,       1999,  C/1998 T1, LINEAR
90002413,       1998,  C/1998 T2, SOHO
90002414,       1998,  C/1998 U1, LINEAR
90002415,       1998,  C/1998 U5, LINEAR
90002416,       1998,  C/1998 U6, SOHO
90002417,       1998,  C/1998 U7, SOHO
90002418,       1998,  C/1998 V1, SOHO
90002419,       1998,  C/1998 V2, SOHO
90002420,       1998,  C/1998 V3, SOHO
90002421,       1998,  C/1998 V4, SOHO
90002422,       1998,  C/1998 V5, SOHO
90002423,       1998,  C/1998 V6, SOHO
90002424,       1998,  C/1998 V7, SOHO
90002425,       1998,  C/1998 V8, SOHO
90002426,       1998,  C/1998 V9, SOHO
90002427,       1998, P/1998 VS24, LINEAR
90002428,       1999,  C/1998 W3, LINEAR
90002429,       1998,  C/1998 W4, SOHO
90002430,       1998,  C/1998 W5, SOHO
90002431,       1998,  C/1998 W6, SOHO
90002432,       1998,  C/1998 W7, SOHO
90002433,       1998,  C/1998 W8, SOHO
90002434,       1998,  C/1998 X3, SOHO
90002435,       1998,  C/1998 X4, SOHO
90002436,       1998,  C/1998 X5, SOHO
90002437,       1998,  C/1998 X6, SOHO
90002438,       1998,  C/1998 X7, SOHO
90002439,       1998,  C/1998 X8, SOHO
90002440,       1998,  C/1998 X9, SOHO
90002441,       1998, C/1998 X10, SOHO
90002442,       1998, C/1998 X11, SOHO
90002443,       1998, C/1998 X12, SOHO
90002444,       1999,  C/1998 Y1, LINEAR
90002445,       1999,  C/1999 A1, Tilbrook
90002446,       1999,  C/1999 C1, SOHO
90002447,       1999,  C/1999 C2, SOHO
90002448,       1999,  C/1999 E1, Li
90002449,       1999,  C/1999 E2, SOHO
90002450,       2001,  C/1999 F1, Catalina
90002451,       1999,  C/1999 F2, Dalcanton
90002452,       1999,  C/1999 F3, SOHO
90002453,       1999,  C/1999 G1, LINEAR
90002454,       1999,  C/1999 G2, SOHO
90002455,       1999,  C/1999 G3, SOHO
90002456,       1999,  C/1999 G4, SOHO
90002457,       1999,  C/1999 G5, SOHO
90002458,       1999,  C/1999 H1, Lee
90002459,       1999,  C/1999 H2, SOHO
90002460,       2000,  C/1999 H3, LINEAR
90002461,       1999,  C/1999 H4, SOHO
90002462,       1999,  C/1999 H5, SOHO
90002463,       1999,  C/1999 H6, SOHO
90002464,       1999,  C/1999 H7, SOHO
90002465,       1999,  C/1999 H8, SOHO
90002466,       1999,  C/1999 H9, SOHO
90002467,       1999,  C/1999 J1, SOHO
90002468,       2000,  C/1999 J2, Skiff
90002469,       1999,  C/1999 J3, LINEAR
90002470,       1999,  C/1999 J4, LINEAR
90002471,       2007,  P/1999 J6, SOHO
90002472,       1999,  C/1999 J7, SOHO
90002473,       1999,  C/1999 J8, SOHO
90002474,       1999,  C/1999 J9, SOHO
90002475,       1999, C/1999 J10, SOHO
90002476,       1999, C/1999 J11, SOHO
90002477,       1999, C/1999 J12, SOHO
90002478,       1999, C/1999 J13, SOHO
90002479,       1999,  C/1999 K1, SOHO
90002480,       1999,  C/1999 K2, Ferris
90002481,       1999,  C/1999 K3, LINEAR
90002482,       1999,  C/1999 K4, LINEAR
90002483,       2000,  C/1999 K5, LINEAR
90002484,       1999,  C/1999 K6, LINEAR
90002485,       1999,  C/1999 K7, LINEAR
90002486,       2000,  C/1999 K8, LINEAR
90002487,       1999,  C/1999 K9, SOHO
90002488,       1999, C/1999 K10, SOHO
90002489,       1999, C/1999 K11, SOHO
90002490,       1999, C/1999 K12, SOHO
90002491,       1999, C/1999 K13, SOHO
90002492,       1999, C/1999 K14, SOHO
90002493,       1999, C/1999 K15, SOHO
90002494,       1999, C/1999 K16, SOHO
90002495,       1999, C/1999 K17, SOHO
90002496,       1999,  C/1999 L1, SOHO
90002497,       1999,  C/1999 L2, LINEAR
90002498,       1999,  C/1999 L3, LINEAR
90002499,       1999,  C/1999 L4, SOHO
90002500,       1999,  C/1999 L5, SOHO
90002501,       1999,  C/1999 L6, SOHO
90002502,       1999,  C/1999 L7, SOHO
90002503,       1999,  C/1999 L8, SOHO
90002504,       1999,  C/1999 L9, SOHO
90002505,       1999,  C/1999 M1, SOHO
90002506,       1999,  C/1999 M2, SOHO
90002507,       1999,  C/1999 M3, SOHO
90002508,       1999,  C/1999 M4, SOHO
90002509,       1999,  C/1999 N1, SOHO
90002510,       1999,  C/1999 N2, Lynn
90002511,       1999,  C/1999 N3, SOHO
90002512,       2000,  C/1999 N4, LINEAR
90002513,       1999,  C/1999 N5, SOHO
90002514,       1999,  C/1999 N6, SOHO
90002515,       1999,  C/1999 O1, SOHO
90002516,       1999,  C/1999 O2, SOHO
90002517,       1999,  C/1999 O3, SOHO
90002518,       1999,  C/1999 O4, SOHO
90002519,       1999,  C/1999 P2, SOHO
90002520,       1999,  C/1999 P3, SOHO
90002521,       1999,  C/1999 P4, SOHO
90002522,       1999,  C/1999 P5, SOHO
90002523,       1999,  C/1999 P6, SOHO
90002524,       1999,  C/1999 P7, SOHO
90002525,       1999,  C/1999 P8, SOHO
90002526,       1999,  C/1999 P9, SOHO
90002527,       1999,  C/1999 Q1, SOHO
90002528,       1999,  C/1999 Q2, SOHO
90002529,       1999,  C/1999 Q3, SOHO
90002530,       1999,  C/1999 R3, SOHO
90002531,       1999,  C/1999 R4, SOHO
90002532,       1999, P/1999 RO28, LONEOS
90002533,       1999,  C/1999 S1, SOHO
90002534,       2000,  C/1999 S2, McNaught-Watson
90002535,       1999,  C/1999 S3, LINEAR
90002536,       2000,  C/1999 S4, LINEAR
90002537,       1999,  C/1999 S5, SOHO
90002538,       1999,  C/1999 S6, SOHO
90002539,       1999,  C/1999 S7, SOHO
90002540,       2000,  C/1999 T1, McNaught-Hartley
90002541,       2000,  C/1999 T2, LINEAR
90002542,       2000,  C/1999 T3, LINEAR
90002543,       1999,  C/1999 U1, Ferris
90002544,       1999,  C/1999 U2, SOHO
90002545,       2002,  C/1999 U4, Catalina-Skiff
90002546,       1999,  C/1999 U5, SOHO
90002547,       1999,  C/1999 U6, SOHO
90002548,       1999,  C/1999 U7, SOHO
90002549,       1999,  C/1999 U8, SOHO
90002550,       1999,  C/1999 U9, SOHO
90002551,       1999,  C/1999 V2, SOHO
90002552,       1999,  C/1999 V3, SOHO
90002553,       1999,  C/1999 V4, SOHO
90002554,       1999,  C/1999 V5, SOHO
90002555,       1999,  C/1999 W1, SOHO
90002556,       1999,  C/1999 W2, SOHO
90002557,       1999,  C/1999 X2, SOHO
90002558,       2000, C/1999 XS87, LINEAR
90002559,       2000, P/1999 XN120, Catalina
90002560,       2000,  C/1999 Y1, LINEAR
90002561,       1999,  C/1999 Y2, SOHO
90002562,       1999,  C/1999 Y3, SOHO
90002563,       2000,  C/2000 A1, Montani
90002564,       2000,  C/2000 A2, SOHO
90002565,       2000,  C/2000 B1, SOHO
90002566,       2000,  C/2000 B2, LINEAR
90002567,       2000,  C/2000 B5, SOHO
90002568,       2000,  C/2000 B6, SOHO
90002569,       2000,  C/2000 B7, SOHO
90002570,       2000,  C/2000 B8, SOHO
90002571,       2000,  C/2000 C2, SOHO
90002572,       2000,  C/2000 C3, SOHO
90002573,       2000,  C/2000 C4, SOHO
90002574,       2000,  C/2000 C5, SOHO
90002575,       2000,  C/2000 C6, SOHO
90002576,       2000,  C/2000 C7, SOHO
90002577,       2002, C/2000 CT54, LINEAR
90002578,       2000,  C/2000 D1, SOHO
90002579,       2000,  C/2000 D2, LINEAR
90002580,       2000,  C/2000 D3, SOHO
90002581,       2000,  C/2000 E1, SOHO
90002582,       2000,  C/2000 F1, SOHO
90002583,       2000,  C/2000 F2, SOHO
90002584,       2000,  C/2000 F3, SOHO
90002585,       2000,  C/2000 G2, LINEAR
90002586,       2000,  C/2000 G3, SOHO
90002587,       2000,  C/2000 H1, LINEAR
90002588,       2000,  C/2000 H2, SOHO
90002589,       2000,  C/2000 H3, SOHO
90002590,       2000,  C/2000 H4, SOHO
90002591,       2000,  C/2000 H5, SOHO
90002592,       2000,  C/2000 H6, SOHO
90002593,       2000,  C/2000 H7, SOHO
90002594,       2000,  C/2000 J1, Ferris
90002595,       2000,  C/2000 J2, SOHO
90002596,       2000,  C/2000 J3, SOHO
90002597,       2000,  C/2000 J4, SOHO
90002598,       2000,  C/2000 J5, SOHO
90002599,       2000,  C/2000 J6, SOHO
90002600,       2000,  C/2000 J7, SOHO
90002601,       2000,  C/2000 J8, SOHO
90002602,       2000,  C/2000 K1, LINEAR
90002603,       2001,  C/2000 K2, LINEAR
90002604,       2000,  C/2000 K3, SOHO
90002605,       2000,  C/2000 K4, SOHO
90002606,       2000,  C/2000 K5, SOHO
90002607,       2000,  C/2000 K6, SOHO
90002608,       2000,  C/2000 K7, SOHO
90002609,       2000,  C/2000 K8, SOHO
90002610,       2000,  C/2000 L1, SOHO
90002611,       2000,  C/2000 L2, SOHO
90002612,       2000,  C/2000 L3, SOHO
90002613,       2000,  C/2000 L4, SOHO
90002614,       2000,  C/2000 L5, SOHO
90002615,       2000,  C/2000 L6, SOHO
90002616,       2000,  C/2000 M1, SOHO
90002617,       2000,  C/2000 M2, SOHO
90002618,       2000,  C/2000 M3, SOHO
90002619,       2000,  C/2000 M4, SOHO
90002620,       2000,  C/2000 M5, SOHO
90002621,       2000,  C/2000 M6, SOHO
90002622,       2000,  C/2000 M7, SOHO
90002623,       2000,  C/2000 M8, SOHO
90002624,       2000,  C/2000 M9, SOHO
90002625,       2000,  C/2000 N1, SOHO
90002626,       2000,  C/2000 N2, SOHO
90002627,       2000,  C/2000 N3, SOHO
90002628,       2000,  C/2000 N4, SOHO
90002629,       2000,  C/2000 O1, Koehn
90002630,       2000, C/2000 OF8, Spacewatch
90002631,       2000,  C/2000 P1, SOHO
90002632,       2000,  C/2000 P2, SOHO
90002633,       2000,  C/2000 Q1, SOHO
90002634,       2000,  P/2000 R2, LINEAR
90002635,       2000,  C/2000 S3, LONEOS
90002636,       2000,  C/2000 S5, [...unnamed...]
90002637,       2000,  C/2000 S6, SOHO
90002638,       2002, C/2000 SV74, LINEAR
90002639,       2000,  C/2000 T1, SOHO
90002640,       2000,  C/2000 T3, SOHO
90002641,       2000,  C/2000 T4, SOHO
90002642,       2000,  C/2000 T5, SOHO
90002643,       2000,  C/2000 T6, SOHO
90002644,       2000,  C/2000 U1, SOHO
90002645,       2000,  C/2000 U2, SOHO
90002646,       2000,  C/2000 U3, SOHO
90002647,       2000,  C/2000 U4, SOHO
90002648,       2000,  C/2000 U5, LINEAR
90002649,       2000,  C/2000 V1, SOHO
90002650,       2000,  C/2000 V2, SOHO
90002651,       2000,  C/2000 V3, SOHO
90002652,       2000,  C/2000 V4, SOHO
90002653,       2000,  C/2000 W1, Utsunomiya-Jones
90002654,       2002, C/2000 WM1, LINEAR
90002655,       2000,  C/2000 W2, SOHO
90002656,       2000,  C/2000 W3, SOHO
90002657,       2000,  C/2000 W4, SOHO
90002658,       2000,  C/2000 W5, SOHO
90002659,       2000,  C/2000 X1, SOHO
90002660,       2000,  C/2000 X2, SOHO
90002661,       2000,  C/2000 X3, SOHO
90002662,       2000,  C/2000 X4, SOHO
90002663,       2000,  C/2000 X5, SOHO
90002664,       2000,  C/2000 X6, SOHO
90002665,       2000,  C/2000 X7, SOHO
90002666,       2000,  C/2000 X8, SOHO
90002667,       2000,  C/2000 X9, SOHO
90002668,       2001,  C/2000 Y1, Tubbiolo
90002669,       2001,  C/2000 Y2, Skiff
90002670,       2000,  C/2000 Y4, SOHO
90002671,       2000,  C/2000 Y5, SOHO
90002672,       2000,  C/2000 Y6, SOHO
90002673,       2000,  C/2000 Y7, SOHO
90002674,       2000,  C/2000 Y8, SOHO
90002675,       2000,  C/2000 Y9, SOHO
90002676,       2001,  C/2001 A1, LINEAR
90002679,       2001,  C/2001 A3, SOHO
90002680,       2001,  C/2001 A4, SOHO
90002681,       2001,  C/2001 B1, LINEAR
90002682,       2001,  C/2001 B2, NEAT
90002683,       2001,  C/2001 B3, SOHO
90002684,       2001,  C/2001 C1, LINEAR
90002685,       2001,  C/2001 C2, SOHO
90002686,       2001,  C/2001 C3, SOHO
90002687,       2001,  C/2001 C4, SOHO
90002688,       2001,  C/2001 C5, SOHO
90002689,       2001,  C/2001 C6, SOHO
90002690,       2001,  C/2001 C7, SOHO
90002691,       2001,  C/2001 E1, SOHO
90002692,       2001,  C/2001 F2, SOHO
90002693,       2002,  C/2001 G1, LONEOS
90002694,       2001,  C/2001 G2, SOHO
90002695,       2001,  C/2001 G3, SOHO
90002696,       2001,  C/2001 H1, SOHO
90002697,       2001,  C/2001 H2, SOHO
90002698,       2001,  C/2001 H3, SOHO
90002699,       2001,  C/2001 H4, SOHO
90002700,       2001,  P/2001 H5, NEAT
90002701,       2001,  C/2001 H6, SOHO
90002702,       2001,  C/2001 H7, SOHO
90002703,       2001,  C/2001 H8, SOHO
90002704,       2003, C/2001 HT50, LINEAR-NEAT
90002705,       2001,  C/2001 J2, SOHO
90002706,       2001,  C/2001 J3, SOHO
90002707,       2001,  C/2001 J4, SOHO
90002708,       2001,  C/2001 J5, SOHO
90002709,       2001,  C/2001 K2, SOHO
90002710,       2001,  C/2001 K3, Skiff
90002711,       2001,  C/2001 K4, SOHO
90002712,       2003,  C/2001 K5, LINEAR
90002713,       2001,  C/2001 K6, SOHO
90002714,       2001,  C/2001 K7, SOHO
90002715,       2001,  C/2001 K8, SOHO
90002716,       2001,  C/2001 K9, SOHO
90002717,       2001, C/2001 K10, SOHO
90002718,       2001, C/2001 K11, SOHO
90002719,       2001,  C/2001 L1, SOHO
90002720,       2001,  C/2001 L2, SOHO
90002721,       2001,  C/2001 L3, SOHO
90002722,       2001,  C/2001 L4, SOHO
90002723,       2001,  C/2001 L5, SOHO
90002724,       2001,  C/2001 L6, SOHO
90002725,       2001,  C/2001 L7, SOHO
90002726,       2001,  C/2001 L8, SOHO
90002727,       2001,  C/2001 L9, SOHO
90002728,       2001, C/2001 L10, SOHO
90002729,       2001, C/2001 L11, SOHO
90002730,       2001,  C/2001 M2, SOHO
90002731,       2001,  C/2001 M3, SOHO
90002732,       2001,  C/2001 M4, SOHO
90002733,       2001,  C/2001 M5, SOHO
90002734,       2001,  C/2001 M6, SOHO
90002735,       2001,  C/2001 M7, SOHO
90002736,       2001,  C/2001 M8, SOHO
90002737,       2001,  C/2001 M9, SOHO
90002738,       2001, C/2001 M10, NEAT
90002739,       2001, C/2001 M11, SOHO
90002740,       2001,  C/2001 N1, SOHO
90002741,       2002,  C/2001 N2, LINEAR
90002742,       2001,  C/2001 O1, SOHO
90002743,       2001,  C/2001 O2, NEAT
90002744,       2001, C/2001 OG108, LONEOS
90002745,       2001,  C/2001 P1, SOHO
90002746,       2001,  C/2001 P2, SOHO
90002747,       2001,  C/2001 Q1, NEAT
90002748,       2001,  C/2001 Q3, SOHO
90002749,       2004,  C/2001 Q4, NEAT
90002750,       2001,  C/2001 Q7, SOHO
90002751,       2001,  C/2001 Q8, SOHO
90002752,       2001,  C/2001 Q9, SOHO
90002753,       2001,  C/2001 R2, SOHO
90002754,       2001,  C/2001 R3, SOHO
90002755,       2001,  C/2001 R4, SOHO
90002756,       2001,  C/2001 R5, SOHO
90002757,       2001,  C/2001 R7, SOHO
90002758,       2001,  C/2001 R8, SOHO
90002759,       2001,  C/2001 R9, SOHO
90002760,       2002, C/2001 RX14, LINEAR
90002761,       2001,  C/2001 S1, Skiff
90002762,       2001,  C/2001 S2, SOHO
90002763,       2001,  C/2001 S3, SOHO
90002764,       2001,  C/2001 T1, SOHO
90002765,       2001,  C/2001 T2, SOHO
90002766,       2001,  C/2001 T5, SOHO
90002767,       2001,  C/2001 T6, SOHO
90002768,       2001,  C/2001 T7, SOHO
90002769,       2001,  C/2001 U1, SOHO
90002770,       2001,  C/2001 U2, SOHO
90002771,       2001,  C/2001 U3, SOHO
90002772,       2001,  C/2001 U4, SOHO
90002773,       2001,  C/2001 U5, SOHO
90002774,       2002,  C/2001 U6, LINEAR
90002775,       2001,  C/2001 U7, SOHO
90002776,       2001,  C/2001 U8, SOHO
90002777,       2001,  C/2001 U9, SOHO
90002778,       2001, C/2001 U10, SOHO
90002779,       2001,  C/2001 V1, SOHO
90002780,       2001,  C/2001 V2, SOHO
90002781,       2001,  C/2001 V3, SOHO
90002782,       2001,  C/2001 V4, SOHO
90002783,       2001,  C/2001 V5, SOHO
90002784,       2001,  C/2001 V6, SOHO
90002785,       2001,  C/2001 W1, LINEAR
90002786,       2001,  C/2001 W2, BATTERS
90002787,       2001,  C/2001 W3, SOHO
90002788,       2001,  C/2001 W4, SOHO
90002789,       2002,  C/2001 X1, LINEAR
90002790,       2001,  C/2001 X4, SOHO
90002791,       2001,  C/2001 X5, SOHO
90002792,       2001,  C/2001 X6, SOHO
90002793,       2001,  C/2001 X7, SOHO
90002794,       2001,  C/2001 X8, SOHO
90002795,       2001,  C/2001 X9, SOHO
90002796,       2001, C/2001 X10, SOHO
90002797,       2001,  C/2001 Y2, SOHO
90002798,       2001,  C/2001 Y3, SOHO
90002799,       2001,  C/2001 Y4, SOHO
90002800,       2001,  C/2001 Y5, SOHO
90002801,       2002,  C/2002 A1, LINEAR
90002802,       2002,  C/2002 A2, LINEAR
90002803,       2002,  C/2002 A3, LINEAR
90002804,       2002,  C/2002 A4, SOHO
90002805,       2002,  C/2002 B1, LINEAR
90002806,       2002,  C/2002 B2, LINEAR
90002807,       2002,  C/2002 B3, LINEAR
90002808,       2002,  C/2002 C2, LINEAR
90002809,       2002,  C/2002 C3, SOHO
90002810,       2002,  C/2002 C4, SOHO
90002811,       2003, C/2002 CE10, LINEAR
90002812,       2002,  C/2002 D1, SOHO
90002813,       2002,  C/2002 E1, SOHO
90002814,       2002,  C/2002 E2, Snyder-Murakami
90002815,       2002,  C/2002 E3, SOHO
90002816,       2002, P/2002 EJ57, LINEAR
90002817,       2002,  C/2002 F1, Utsunomiya
90002818,       2002,  C/2002 F2, SOHO
90002819,       2002,  C/2002 F3, SOHO
90002820,       2002,  C/2002 G1, SOHO
90002821,       2002,  C/2002 G2, SOHO
90002822,       2002,  C/2002 G3, SOHO
90002823,       2002,  C/2002 G4, SOHO
90002824,       2002,  C/2002 G5, SOHO
90002825,       2002,  C/2002 H1, SOHO
90002826,       2002,  C/2002 H2, LINEAR
90002827,       2002,  C/2002 H3, SOHO
90002828,       2002,  C/2002 H4, SOHO
90002829,       2002,  C/2002 H5, SOHO
90002830,       2002,  C/2002 H6, SOHO
90002831,       2002,  C/2002 H7, SOHO
90002832,       2002,  C/2002 H8, SOHO
90002833,       2002,  C/2002 J1, SOHO
90002834,       2002,  C/2002 J2, SOHO
90002835,       2002,  C/2002 J3, SOHO
90002836,       2003,  C/2002 J4, NEAT
90002837,       2003,  C/2002 J5, LINEAR
90002838,       2002,  C/2002 J6, SOHO
90002839,       2002,  C/2002 J7, SOHO
90002840,       2002,  C/2002 J8, SOHO
90002841,       2002,  C/2002 K1, NEAT
90002842,       2002,  C/2002 K2, LINEAR
90002843,       2002,  C/2002 K3, SOHO
90002844,       2002,  C/2002 K4, NEAT
90002845,       2002,  C/2002 K5, SOHO
90002846,       2002,  C/2002 K6, SOHO
90002847,       2002,  C/2002 K7, SOHO
90002848,       2002,  C/2002 K8, SOHO
90002849,       2002,  C/2002 K9, SOHO
90002850,       2002, C/2002 K10, SOHO
90002851,       2002, C/2002 K11, SOHO
90002852,       2002,  C/2002 L1, SOHO
90002853,       2002,  C/2002 L2, SOHO
90002854,       2002,  C/2002 L3, SOHO
90002855,       2002,  C/2002 L4, SOHO
90002856,       2002,  C/2002 L5, SOHO
90002857,       2002,  C/2002 L6, SOHO
90002858,       2002,  C/2002 L7, SOHO
90002859,       2002,  C/2002 L8, SOHO
90002860,       2004,  C/2002 L9, NEAT
90002861,       2002,  C/2002 M1, SOHO
90002862,       2002,  C/2002 M2, SOHO
90002863,       2002,  C/2002 M3, SOHO
90002864,       2002,  C/2002 M4, SOHO
90002865,       2002,  C/2002 M5, SOHO
90002866,       2002,  C/2002 M6, SOHO
90002867,       2002,  C/2002 M7, SOHO
90002868,       2002,  C/2002 M8, SOHO
90002869,       2002,  C/2002 N1, SOHO
90002870,       2002,  C/2002 N2, SOHO
90002871,       2002,  C/2002 O1, SOHO
90002872,       2002,  C/2002 O2, SOHO
90002873,       2002,  C/2002 O3, SOHO
90002874,       2002,  C/2002 O4, Hoenig
90002875,       2002,  C/2002 O6, SWAN
90002876,       2003,  C/2002 O7, LINEAR
90002877,       2002,  C/2002 P1, NEAT
90002878,       2002,  P/2002 P2, SOHO
90002879,       2002,  C/2002 P3, SOHO
90002880,       2002,  C/2002 Q2, LINEAR
90002881,       2002,  C/2002 Q3, LINEAR
90002883,       2002,  C/2002 Q5, LINEAR
90002884,       2002,  C/2002 Q6, SOHO
90002885,       2002,  C/2002 Q7, SOHO
90002886,       2002,  C/2002 Q8, SOHO
90002887,       2002,  C/2002 Q9, SOHO
90002888,       2002, C/2002 Q10, SOHO
90002889,       2002, C/2002 Q11, SOHO
90002890,       2002, C/2002 Q12, SOHO
90002891,       2002, C/2002 Q13, SOHO
90002892,       2002, C/2002 Q14, SOHO
90002893,       2002,  C/2002 R1, SOHO
90002894,       2003,  C/2002 R3, LONEOS
90002895,       2002,  C/2002 R4, SOHO
90002896,       2005,  C/2002 R5, SOHO
90002897,       2002,  C/2002 R6, SOHO
90002898,       2002,  C/2002 R7, SOHO
90002899,       2002,  C/2002 R8, SOHO
90002900,       2002,  C/2002 S2, SOHO
90002901,       2002,  C/2002 S3, SOHO
90002902,       2002,  C/2002 S4, SOHO
90002903,       2002,  C/2002 S5, SOHO
90002904,       2002,  C/2002 S6, SOHO
90002905,       2005,  P/2002 S7, SOHO
90002906,       2002,  C/2002 S8, SOHO
90002907,       2002,  C/2002 S9, SOHO
90002908,       2002, C/2002 S10, SOHO
90002909,       2002, C/2002 S11, SOHO
90002910,       2002,  C/2002 T2, SOHO
90002911,       2002,  C/2002 T3, SOHO
90002912,       2003,  C/2002 T7, LINEAR
90002913,       2002,  C/2002 U1, SOHO
90002914,       2003,  C/2002 U2, LINEAR
90002915,       2002,  C/2002 U3, SOHO
90002916,       2002,  C/2002 U4, SOHO
90002917,       2002,  C/2002 U5, SOHO
90002918,       2002,  C/2002 U6, SOHO
90002919,       2002,  C/2002 U7, SOHO
90002920,       2002,  C/2002 U8, SOHO
90002921,       2002,  C/2002 U9, SOHO
90002922,       2002,  C/2002 V1, NEAT
90002923,       2003,  C/2002 V2, LINEAR
90002924,       2002,  C/2002 V3, SOHO
90002925,       2002,  C/2002 V4, SOHO
90002926,       2002,  C/2002 V5, SOHO
90002927,       2002,  C/2002 V6, SOHO
90002928,       2002,  C/2002 V7, SOHO
90002929,       2006, C/2002 VQ94, LINEAR
90002930,       2002,  C/2002 W1, SOHO
90002931,       2002,  C/2002 W2, SOHO
90002932,       2002,  C/2002 W3, SOHO
90002933,       2002,  C/2002 W4, SOHO
90002934,       2002,  C/2002 W5, SOHO
90002935,       2002,  C/2002 W6, SOHO
90002936,       2002,  C/2002 W7, SOHO
90002937,       2002,  C/2002 W8, SOHO
90002938,       2002,  C/2002 W9, SOHO
90002939,       2002, C/2002 W10, SOHO
90002940,       2002, C/2002 W11, SOHO
90002941,       2002, C/2002 W12, SOHO
90002942,       2002, C/2002 W13, SOHO
90002943,       2002, C/2002 W14, SOHO
90002944,       2002, C/2002 W15, SOHO
90002945,       2002, C/2002 W16, SOHO
90002946,       2002, C/2002 W17, SOHO
90002947,       2003,  C/2002 X1, LINEAR
90002948,       2002,  C/2002 X3, SOHO
90002949,       2002,  C/2002 X4, SOHO
90002950,       2003,  C/2002 X5, Kudo-Fujikawa
90002951,       2002,  C/2002 X6, SOHO
90002952,       2002,  C/2002 X7, SOHO
90002953,       2002,  C/2002 X8, SOHO
90002954,       2002,  C/2002 X9, SOHO
90002955,       2002, C/2002 X10, SOHO
90002956,       2002, C/2002 X11, SOHO
90002957,       2002, C/2002 X12, SOHO
90002958,       2002, C/2002 X13, SOHO
90002959,       2002, C/2002 X14, SOHO
90002960,       2002, C/2002 X15, SOHO
90002961,       2002, C/2002 X16, SOHO
90002962,       2003,  C/2002 Y1, Juels-Holvorcem
90002963,       2002,  C/2002 Y2, SOHO
90002964,       2002,  C/2002 Y3, SOHO
90002965,       2002,  C/2002 Y4, SOHO
90002966,       2003,  C/2003 A2, Gleason
90002967,       2003,  C/2003 A3, SOHO
90002968,       2003,  C/2003 A4, SOHO
90002969,       2003,  C/2003 A5, SOHO
90002970,       2003,  C/2003 B1, SOHO
90002971,       2003,  C/2003 B2, SOHO
90002972,       2003,  C/2003 B3, SOHO
90002973,       2003,  C/2003 C1, SOHO
90002974,       2003,  C/2003 C2, SOHO
90002975,       2003,  C/2003 C3, SOHO
90002976,       2003,  C/2003 C4, SOHO
90002977,       2003,  C/2003 C5, SOHO
90002978,       2003,  C/2003 C6, SOHO
90002979,       2003,  C/2003 D1, SOHO
90002980,       2003,  C/2003 E1, NEAT
90002981,       2003,  C/2003 E2, SOHO
90002982,       2003,  C/2003 E3, SOHO
90002983,       2003,  C/2003 E4, SOHO
90002984,       2003,  C/2003 F1, LINEAR
90002985,       2003,  P/2003 F2, NEAT
90002986,       2003,  C/2003 F3, SOHO
90002987,       2003,  C/2003 F4, SOHO
90002988,       2003,  C/2003 F5, SOHO
90002989,       2003,  C/2003 G1, LINEAR
90002990,       2003,  C/2003 G2, LINEAR
90002991,       2003,  C/2003 G3, SOHO
90002992,       2003,  C/2003 G4, SOHO
90002993,       2003,  C/2003 G5, SOHO
90002994,       2003,  C/2003 H1, LINEAR
90002995,       2003,  C/2003 H2, LINEAR
90002996,       2003,  C/2003 H3, NEAT
90002997,       2003,  C/2003 H5, SOHO
90002998,       2003,  C/2003 H6, SOHO
90002999,       2003,  C/2003 H7, SOHO
90003000,       2003,  C/2003 H8, SOHO
90003001,       2003,  C/2003 H9, SOHO
90003002,       2003, C/2003 H10, SOHO
90003003,       2003, C/2003 H11, SOHO
90003004,       2003, C/2003 H12, SOHO
90003005,       2003,  C/2003 J1, NEAT
90003006,       2003,  C/2003 J2, SOHO
90003007,       2003,  C/2003 J3, SOHO
90003008,       2003,  C/2003 J4, SOHO
90003009,       2003,  C/2003 J5, SOHO
90003010,       2003,  C/2003 J6, SOHO
90003011,       2003,  C/2003 J7, SOHO
